id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
23,benrenshoucui,2.2,询问是否认识借款人,哎我老公,哎我老公,3.5,关联人,yes
24,GHSC,2.2,询问是否认识借款人,可能认识,可能认识,3.5,关联人,yes
25,GHSC,2.2,询问是否认识借款人,我是老婆,我是老婆,3.5,关联人,yes
26,GHSC,2.2,询问是否认识借款人,他现在忙不在有什么事我跟他说,他现在忙不在有什么事我跟他说,3.5,关联人,yes
27,benrenshoucui,2.2,询问是否认识借款人,认识啊我的老公,认识啊我的老公,3.5,关联人,yes
28,GHSC,2.2,询问是否认识借款人,啊他说老公啊,啊他说老公啊,3.5,关联人,yes
29,GHSC,2.2,询问是否认识借款人,的中原楼是我儿子怎么不认识,的中原楼是我儿子怎么不认识,3.5,关联人,yes
30,GHSC,2.2,询问是否认识借款人,不是他没在等谁回来,不是他没在等谁回来,3.5,关联人,yes
31,df,2.2,询问是否认识借款人,哎你好你说,哎你好你说,3.5,关联人,yes
32,benrenshoucui,2.2,询问是否认识借款人,我是她爱人,我是她爱人,3.5,关联人,yes
33,GHSC,2.2,询问是否认识借款人,哦我是他的朋友,哦我是他的朋友,3.5,关联人,yes
34,benrenshoucui,2.2,询问是否认识借款人,认识认识恩,认识恩,3.5,关联人,yes
35,benrenshoucui,2.2,询问是否认识借款人,不是他老公啊,不是他老公啊,3.5,关联人,yes
36,GHSC,2.2,询问是否认识借款人,我不是啊你找他有什么事啊,我不是啊你找他有什么事啊,3.5,关联人,yes
37,GHSC,2.2,询问是否认识借款人,你说,你说,3.5,关联人,yes
38,benrenshoucui,2.2,询问是否认识借款人,啊是我老婆,啊是我老婆,3.5,关联人,yes
39,benrenshoucui,2.2,询问是否认识借款人,不是不是我是老新村下单老是他,不是我是老新村下单老是他,3.5,关联人,yes
40,benrenshoucui,2.2,询问是否认识借款人,我认识能存,我认识能存,3.5,关联人,yes
41,benrenshoucui,2.2,询问是否认识借款人,我是他妈妈,我是他妈妈,3.5,关联人,yes
42,GHSC,2.2,询问是否认识借款人,嗯抱歉他在忙你有什么事儿可以先跟我说,嗯抱歉他在忙你有什么事儿可以先跟我说,3.5,关联人,yes
43,RESC,2.2,询问是否认识借款人,啊啊你讲,啊你讲,3.5,关联人,yes
44,GHSC,2.2,询问是否认识借款人,他说我朋友而已,他说我朋友而已,3.5,关联人,yes
45,benrenshoucui,2.2,询问是否认识借款人,不是不是他不在,不是他不在,3.5,关联人,yes
46,GHSC,2.2,询问是否认识借款人,啊那个我认识他,啊那个我认识他,3.5,关联人,yes
47,GHSC,2.2,询问是否认识借款人,认识你说了,认识你说了,3.5,关联人,yes
48,RESC,2.2,询问是否认识借款人,四同事,四同事,3.5,关联人,yes
49,benrenshoucui,2.2,询问是否认识借款人,啊本人不在,啊本人不在,3.5,关联人,yes
50,benrenshoucui,2.2,询问是否认识借款人,啊你说有啥事你给我是他的,啊你说有啥事你给我是他的,3.5,关联人,yes
51,GHSC,2.2,询问是否认识借款人,认识二有什么事呢,认识二有什么事呢,3.5,关联人,yes
52,benrenshoucui,2.2,询问是否认识借款人,他没在家呀,他没在家呀,3.5,关联人,yes
53,GHSC,2.2,询问是否认识借款人,认识是同事,认识是同事,3.5,关联人,yes
54,GHSC,2.2,询问是否认识借款人,哦我是他他是我老公,哦我是他是我老公,3.5,关联人,yes
55,GHSC,2.2,询问是否认识借款人,五认识啊,五认识啊,3.5,关联人,yes
56,RESC,2.2,询问是否认识借款人,有什么事情你直接说不要一段一段的好不好,有什么事情你直接说不要一段的好不好,3.5,关联人,yes
57,GHSC,2.2,询问是否认识借款人,我爸爸不在,我爸爸不在,3.5,关联人,yes
58,GHSC,2.2,询问是否认识借款人,不是杨先生他手机在充电了你说,不是杨先生他手机在充电了你说,3.5,关联人,yes
59,benrenshoucui,2.2,询问是否认识借款人,认识啊你说吧,认识啊你说吧,3.5,关联人,yes
60,GHSC,2.2,询问是否认识借款人,我是个老太太朋友,我是个老太太朋友,3.5,关联人,yes
61,GHSC,2.2,询问是否认识借款人,他不在怎么了这几天手机我拿着呢,他不在怎么了这几天手机我拿着呢,3.5,关联人,yes
62,GHSC,2.2,询问是否认识借款人,啊那意思我跟他说过了,啊那意思我跟他说过了,3.5,关联人,yes
63,GHSC,2.2,询问是否认识借款人,啊我认识是我朋友你认识啊,啊我认识是我朋友你认识啊,3.5,关联人,yes
64,GHSC,2.2,询问是否认识借款人,手机号码是她的,手机号码是她的,3.5,关联人,yes
65,GHSC,2.2,询问是否认识借款人,那那个就是他现在坐牢了,那那个就是他现在坐牢了,3.5,关联人,yes
66,GHSC,2.2,询问是否认识借款人,什么事儿,什么事儿,3.5,关联人,yes
67,benrenshoucui,2.2,询问是否认识借款人,认识他他说晚上女儿,认识他说晚上女儿,3.5,关联人,yes
68,benrenshoucui,2.2,询问是否认识借款人,好孩子那个我知道,好孩子那个我知道,3.5,关联人,yes
69,GHSC,2.2,询问是否认识借款人,我我给你讲了现在他人不在,我给你讲了现在他人不在,3.5,关联人,yes
70,GHSC,2.2,询问是否认识借款人,他现在住院呢每个月呢,他现在住院呢每个月呢,3.5,关联人,yes
71,benrenshoucui,2.2,询问是否认识借款人,她不在她不在不在他到外面去了,她不在她不在不在他到外面去了,3.5,关联人,yes
72,benrenshoucui,2.2,询问是否认识借款人,哦他出去了怎么是啊,哦他出去了怎么是啊,3.5,关联人,yes
73,GHSC,2.2,询问是否认识借款人,我认识他什么了,我认识他什么了,3.5,关联人,yes
74,GHSC,2.2,询问是否认识借款人,你系他不在这里他帮外面抓他出去了,你系他不在这里他帮外面抓他出去了,3.5,关联人,yes
75,GHSC,2.2,询问是否认识借款人,嗯那不行我爸现在有事买手机购完了,嗯那不行我爸现在有事买手机购完了,3.5,关联人,yes
76,benrenshoucui,2.2,询问是否认识借款人,了我认识,了我认识,3.5,关联人,yes
77,GHSC,2.2,询问是否认识借款人,好认识认识,好认识,3.5,关联人,yes
78,GHSC,2.2,询问是否认识借款人,真实认识,真实认识,3.5,关联人,yes
79,GHSC,2.2,询问是否认识借款人,啊我是他老婆有事吗,啊我是他老婆有事吗,3.5,关联人,yes
80,GHSC,2.2,询问是否认识借款人,啊认识啊讲啊,啊认识啊讲啊,3.5,关联人,yes
81,GHSC,2.2,询问是否认识借款人,不是他本人没在,不是他本人没在,3.5,关联人,yes
82,RESC,2.2,询问是否认识借款人,啊你说,啊你说,3.5,关联人,yes
83,GHSC,2.2,询问是否认识借款人,啊我现在是他朋友什么,啊我现在是他朋友什么,3.5,关联人,yes
84,GHSC,2.2,询问是否认识借款人,啊是他朋友,啊是他朋友,3.5,关联人,yes
85,benrenshoucui,2.2,询问是否认识借款人,嗯他没在你们那,嗯他没在你们那,3.5,关联人,yes
86,benrenshoucui,2.2,询问是否认识借款人,啊不是本人但我可以转告他已经说,啊不是本人但我可以转告他已经说,3.5,关联人,yes
87,GHSC,2.2,询问是否认识借款人,啊你说是你说是你说啊,啊你说是你说是你说啊,3.5,关联人,yes
88,GHSC,2.2,询问是否认识借款人,你你说,你说,3.5,关联人,yes
89,GHSC,2.2,询问是否认识借款人,那是我妈怎么了,那是我妈怎么了,3.5,关联人,yes
90,benrenshoucui,2.2,询问是否认识借款人,嗯他不在,嗯他不在,3.5,关联人,yes
91,GHSC,2.2,询问是否认识借款人,你说啥事你说,你说啥事你说,3.5,关联人,yes
92,GHSC,2.2,询问是否认识借款人,哦她出去了,哦她出去了,3.5,关联人,yes
93,GHSC,2.2,询问是否认识借款人,我是认识他,我是认识他,3.5,关联人,yes
94,GHSC,2.2,询问是否认识借款人,啊她去买菜了,啊她去买菜了,3.5,关联人,yes
95,benrenshoucui,2.2,询问是否认识借款人,我是他哥你说吧,我是他哥你说吧,3.5,关联人,yes
96,GHSC,2.2,询问是否认识借款人,你说话什么是直接说啊,你说话什么是直接说啊,3.5,关联人,yes
97,GHSC,2.2,询问是否认识借款人,认识就是,认识就是,3.5,关联人,yes
98,GHSC,2.2,询问是否认识借款人,嗯嗯那个是是不是我爸爸,嗯那个是是不是我爸爸,3.5,关联人,yes
99,benrenshoucui,2.2,询问是否认识借款人,他妈,他妈,3.5,关联人,yes
100,GHSC,2.2,询问是否认识借款人,啊我知道你说,啊我知道你说,3.5,关联人,yes
101,GHSC,2.2,询问是否认识借款人,啊我是他女儿嗯不过他有事没在家,啊我是他女儿嗯不过他有事没在家,3.5,关联人,yes
102,GHSC,2.2,询问是否认识借款人,认识但是应该跟你说一下电话号码,认识但是应该跟你说一下电话号码,3.5,关联人,yes
103,benrenshoucui,2.2,询问是否认识借款人,啊我那是我老婆,啊我那是我老婆,3.5,关联人,yes
104,df,2.2,询问是否认识借款人,我查老公哎那同意了没在你说吗,我查老公哎那同意了没在你说吗,3.5,关联人,yes
105,df,2.2,询问是否认识借款人,认识啊他就不再电话留有什么,认识啊他就不再电话留有什么,3.5,关联人,yes
106,benrenshoucui,2.2,询问是否认识借款人,不是不是他不在现在,不是他不在现在,3.5,关联人,yes
107,GHSC,2.2,询问是否认识借款人,哦哦他他刚刚出去了忘记带手机等一下回来找,哦他刚刚出去了忘记带手机等一下回来找,3.5,关联人,yes
108,GHSC,2.2,询问是否认识借款人,我老婆,我老婆,3.5,关联人,yes
109,GHSC,2.2,询问是否认识借款人,哦你说,哦你说,3.5,关联人,yes
110,GHSC,2.2,询问是否认识借款人,是啊是啊你说,是啊是啊你说,3.5,关联人,yes
111,RESC,2.2,询问是否认识借款人,完了你说呀,完了你说呀,3.5,关联人,yes
112,GHSC,2.2,询问是否认识借款人,哦我是他老婆怎么了,哦我是他老婆怎么了,3.5,关联人,yes
113,GHSC,2.2,询问是否认识借款人,哦你你找她什么事啊,哦你找她什么事啊,3.5,关联人,yes
114,benrenshoucui,2.2,询问是否认识借款人,嗯不是我是他老婆,嗯不是我是他老婆,3.5,关联人,yes
115,benrenshoucui,2.2,询问是否认识借款人,嗯他不是跟刚出去了,嗯他不是跟刚出去了,3.5,关联人,yes
116,benrenshoucui,2.2,询问是否认识借款人,嗯我是啊,嗯我是啊,3.5,关联人,yes
117,GHSC,2.2,询问是否认识借款人,哦什么事你说吧,哦什么事你说吧,3.5,关联人,yes
118,df,2.2,询问是否认识借款人,哎他他他有事你干嘛,哎他有事你干嘛,3.5,关联人,yes
119,GHSC,2.2,询问是否认识借款人,五十她老公,五十她老公,3.5,关联人,yes
120,RESC,2.2,询问是否认识借款人,我是他哥哥,我是他哥哥,3.5,关联人,yes
121,GHSC,2.2,询问是否认识借款人,哦他现在有点不方便接电话怎么了,哦他现在有点不方便接电话怎么了,3.5,关联人,yes
122,GHSC,2.2,询问是否认识借款人,她本人不在这里有我他昨天手机电量掉那个证考了我帮他拿着我身上,她本人不在这里有我他昨天手机电量掉那个证考了我帮他拿着我身上,3.5,关联人,yes
123,benrenshoucui,2.2,询问是否认识借款人,哦他现在不在,哦他现在不在,3.5,关联人,yes
124,GHSC,2.2,询问是否认识借款人,我认识我是他朋友,我认识我是他朋友,3.5,关联人,yes
125,benrenshoucui,2.2,询问是否认识借款人,啊他现在不在怎么,啊他现在不在怎么,3.5,关联人,yes
126,GHSC,2.2,询问是否认识借款人,和是不是黄女士这个号码我重新在中国移动那个已经用了几年了你应该找他的号码吗,和是不是黄女士这个号码我重新在中国移动那个已经用了几年了你应该找他的号码吗,3.5,关联人,yes
127,benrenshoucui,2.2,询问是否认识借款人,认识怎么了,认识怎么了,3.5,关联人,yes
128,GHSC,2.2,询问是否认识借款人,我爱人,我爱人,3.5,关联人,yes
129,GHSC,2.2,询问是否认识借款人,你好我是孟先生您在处理他现在在忙请问您有什么事情吗,你好我是孟先生您在处理他现在在忙请问您有什么事情吗,3.5,关联人,yes
130,GHSC,2.2,询问是否认识借款人,啊你好你好他不在我现在啊什么什么,啊你好他不在我现在啊什么,3.5,关联人,yes
131,GHSC,2.2,询问是否认识借款人,啊我知道我说他他电话的呀呢她人不在家,啊我知道我说他电话的呀呢她人不在家,3.5,关联人,yes
132,GHSC,2.2,询问是否认识借款人,啊我是她老公,啊我是她老公,3.5,关联人,yes
133,GHSC,2.2,询问是否认识借款人,啊我把她老公嗯,啊我把她老公嗯,3.5,关联人,yes
134,GHSC,2.2,询问是否认识借款人,啊你好什么事吗,啊你好什么事吗,3.5,关联人,yes
135,GHSC,2.2,询问是否认识借款人,我说你有什么事就说啦,我说你有什么事就说啦,3.5,关联人,yes
136,RESC,2.2,询问是否认识借款人,好的好的知道了我转告他让,好的知道了我转告他让,3.5,关联人,yes
137,GHSC,2.2,询问是否认识借款人,认识啊那行啊,认识啊那行啊,3.5,关联人,yes
138,benrenshoucui,2.2,询问是否认识借款人,啊你好你好怎么了,啊你好怎么了,3.5,关联人,yes
139,GHSC,2.2,询问是否认识借款人,喂你好我算老公你说,喂你好我算老公你说,3.5,关联人,yes
140,GHSC,2.2,询问是否认识借款人,故认识,故认识,3.5,关联人,yes
141,benrenshoucui,2.2,询问是否认识借款人,好的他不在,好的他不在,3.5,关联人,yes
142,GHSC,2.2,询问是否认识借款人,啊我是他对象为家人家人啊,啊我是他对象为家人家人啊,3.5,关联人,yes
143,RESC,2.2,询问是否认识借款人,我的师傅,我的师傅,3.5,关联人,yes
144,GHSC,2.2,询问是否认识借款人,认识你你你我给你个电话号码你给他打吧,认识你我给你个电话号码你给他打吧,3.5,关联人,yes
145,GHSC,2.2,询问是否认识借款人,啊我不是我是他爱人,啊我不是我是他爱人,3.5,关联人,yes
146,GHSC,2.2,询问是否认识借款人,我认识他我是他老婆,我认识他我是他老婆,3.5,关联人,yes
147,benrenshoucui,2.2,询问是否认识借款人,啊我是我认识,啊我是我认识,3.5,关联人,yes
148,benrenshoucui,2.2,询问是否认识借款人,嗯我认识,嗯我认识,3.5,关联人,yes
149,GHSC,2.2,询问是否认识借款人,哦我认识我是他太太,哦我认识我是他太太,3.5,关联人,yes
150,GHSC,2.2,询问是否认识借款人,不是的我是他姐姐,不是的我是他姐姐,3.5,关联人,yes
151,df,2.2,询问是否认识借款人,不是我拿他手机他出去了,不是我拿他手机他出去了,3.5,关联人,yes
152,benrenshoucui,2.2,询问是否认识借款人,你说说,你说,3.5,关联人,yes
153,GHSC,2.2,询问是否认识借款人,嗯是上次我老婆,嗯是上次我老婆,3.5,关联人,yes
154,GHSC,2.2,询问是否认识借款人,哦他出去了,哦他出去了,3.5,关联人,yes
155,GHSC,2.2,询问是否认识借款人,我在老公你说,我在老公你说,3.5,关联人,yes
156,GHSC,2.2,询问是否认识借款人,我认识啊我就不他怎么给我电话,我认识啊我就不他怎么给我电话,3.5,关联人,yes
157,benrenshoucui,2.2,询问是否认识借款人,认识你说,认识你说,3.5,关联人,yes
158,GHSC,2.2,询问是否认识借款人,认识哎,认识哎,3.5,关联人,yes
159,GHSC,2.2,询问是否认识借款人,我是王先生,我是王先生,3.5,关联人,yes
160,benrenshoucui,2.2,询问是否认识借款人,他出去了,他出去了,3.5,关联人,yes
161,benrenshoucui,2.2,询问是否认识借款人,啊我是他老婆,啊我是他老婆,3.5,关联人,yes
162,GHSC,2.2,询问是否认识借款人,老公啦,老公啦,3.5,关联人,yes
163,GHSC,2.2,询问是否认识借款人,我知道你在这里你说吧有什么事,我知道你在这里你说吧有什么事,3.5,关联人,yes
164,benrenshoucui,2.2,询问是否认识借款人,嗯他出去了你说有什么事吧,嗯他出去了你说有什么事吧,3.5,关联人,yes
165,GHSC,2.2,询问是否认识借款人,不是他是我爱人,不是他是我爱人,3.5,关联人,yes
166,benrenshoucui,2.2,询问是否认识借款人,好久不联系了,好久不联系了,3.5,关联人,yes
167,benrenshoucui,2.2,询问是否认识借款人,哦他在忙啊你说吧,哦他在忙啊你说吧,3.5,关联人,yes
168,GHSC,2.2,询问是否认识借款人,我上上个月你什么事吗,我上上个月你什么事吗,3.5,关联人,yes
169,benrenshoucui,2.2,询问是否认识借款人,啊对呀一个叫什么不熊是吧,啊对呀一个叫什么不熊是吧,3.5,关联人,yes
170,GHSC,2.2,询问是否认识借款人,认识打了,认识打了,3.5,关联人,yes
171,GHSC,2.2,询问是否认识借款人,我老婆那天的处理啊,我老婆那天的处理啊,3.5,关联人,yes
172,GHSC,2.2,询问是否认识借款人,啊不是他出去了,啊不是他出去了,3.5,关联人,yes
173,GHSC,2.2,询问是否认识借款人,哦他不在吧他在这一页吗,哦他不在吧他在这一页吗,3.5,关联人,yes
174,GHSC,2.2,询问是否认识借款人,他是我的客户,他是我的客户,3.5,关联人,yes
175,df,2.2,询问是否认识借款人,他不在家啊,他不在家啊,3.5,关联人,yes
176,RESC,2.2,询问是否认识借款人,他爸爸,他爸爸,3.5,关联人,yes
177,benrenshoucui,2.2,询问是否认识借款人,这个对对对对,这个对,3.5,关联人,yes
178,df,2.2,询问是否认识借款人,啊是那个啥我爸不在,啊是那个啥我爸不在,3.5,关联人,yes
179,GHSC,2.2,询问是否认识借款人,认识认识认识,认识,3.5,关联人,yes
180,benrenshoucui,2.2,询问是否认识借款人,啊对我是她老公你说,啊对我是她老公你说,3.5,关联人,yes
181,benrenshoucui,2.2,询问是否认识借款人,哦他他不在,哦他不在,3.5,关联人,yes
182,benrenshoucui,2.2,询问是否认识借款人,我上我上老婆,我上我上老婆,3.5,关联人,yes
183,GHSC,2.2,询问是否认识借款人,哦哦他出去了,哦他出去了,3.5,关联人,yes
184,GHSC,2.2,询问是否认识借款人,什么是,什么是,3.5,关联人,yes
185,GHSC,2.2,询问是否认识借款人,嗯你有什么事情吗,嗯你有什么事情吗,3.5,关联人,yes
186,benrenshoucui,2.2,询问是否认识借款人,不是我他哥你说,不是我他哥你说,3.5,关联人,yes
187,GHSC,2.2,询问是否认识借款人,他说我老公,他说我老公,3.5,关联人,yes
188,GHSC,2.2,询问是否认识借款人,哎杨先生不在手机在充电你哪位,哎杨先生不在手机在充电你哪位,3.5,关联人,yes
189,GHSC,2.2,询问是否认识借款人,呃他是我爸爸,呃他是我爸爸,3.5,关联人,yes
190,GHSC,2.2,询问是否认识借款人,我让四,我让四,3.5,关联人,yes
191,GHSC,2.2,询问是否认识借款人,啊不是的一个朋友,啊不是的一个朋友,3.5,关联人,yes
192,benrenshoucui,2.2,询问是否认识借款人,啊我也是,啊我也是,3.5,关联人,yes
193,GHSC,2.2,询问是否认识借款人,是我认识,是我认识,3.5,关联人,yes
194,GHSC,2.2,询问是否认识借款人,啊怎么啦我不是我是他家爷爷怎么啦,啊怎么啦我不是我是他家爷爷怎么啦,3.5,关联人,yes
195,GHSC,2.2,询问是否认识借款人,嗯认识,嗯认识,3.5,关联人,yes
196,GHSC,2.2,询问是否认识借款人,我认识吧昨天的打个电话,我认识吧昨天的打个电话,3.5,关联人,yes
197,GHSC,2.2,询问是否认识借款人,我认识啊,我认识啊,3.5,关联人,yes
198,GHSC,2.2,询问是否认识借款人,他他说他出去了你帮我找,他说他出去了你帮我找,3.5,关联人,yes
199,benrenshoucui,2.2,询问是否认识借款人,对啊那个吗还是出去了又说是你跟我说也行,对啊那个吗还是出去了又说是你跟我说也行,3.5,关联人,yes
200,GHSC,2.2,询问是否认识借款人,什么事吗,什么事吗,3.5,关联人,yes
201,GHSC,2.2,询问是否认识借款人,那我朋友怎么拉,那我朋友怎么拉,3.5,关联人,yes
202,GHSC,2.2,询问是否认识借款人,嗯不是他现在出去了,嗯不是他现在出去了,3.5,关联人,yes
203,RESC,2.2,询问是否认识借款人,那个我是他的电话祝李老板现在不在没有什么事需要我转达吗,那个我是他的电话祝李老板现在不在没有什么事需要我转达吗,3.5,关联人,yes
204,GHSC,2.2,询问是否认识借款人,什么事吗认识,什么事吗认识,3.5,关联人,yes
205,benrenshoucui,2.2,询问是否认识借款人,对对对认识认识他还款了吗,对认识他还款了吗,3.5,关联人,yes
206,benrenshoucui,2.2,询问是否认识借款人,啊我妈说,啊我妈说,3.5,关联人,yes
207,benrenshoucui,2.2,询问是否认识借款人,不是本人我是他爱人,不是本人我是他爱人,3.5,关联人,yes
208,GHSC,2.2,询问是否认识借款人,我认识他他手机能压了他人没在家,我认识他手机能压了他人没在家,3.5,关联人,yes
209,GHSC,2.2,询问是否认识借款人,嗯他说我的表不你说吧什么事啊,嗯他说我的表不你说吧什么事啊,3.5,关联人,yes
210,GHSC,2.2,询问是否认识借款人,干嘛啦,干嘛啦,3.5,关联人,yes
211,benrenshoucui,2.2,询问是否认识借款人,他是我媳妇儿,他是我媳妇儿,3.5,关联人,yes
212,RESC,2.2,询问是否认识借款人,你好你说,你好你说,3.5,关联人,yes
213,GHSC,2.2,询问是否认识借款人,你说话怎么啦,你说话怎么啦,3.5,关联人,yes
214,GHSC,2.2,询问是否认识借款人,认识就是我,认识就是我,3.5,关联人,yes
215,GHSC,2.2,询问是否认识借款人,我认识他,我认识他,3.5,关联人,yes
216,GHSC,2.2,询问是否认识借款人,嗯你有啥事直接说我听听,嗯你有啥事直接说我听听,3.5,关联人,yes
217,GHSC,2.2,询问是否认识借款人,啊他出去的什么事,啊他出去的什么事,3.5,关联人,yes
218,benrenshoucui,2.2,询问是否认识借款人,我是他家人,我是他家人,3.5,关联人,yes
219,GHSC,2.2,询问是否认识借款人,你好什么事啊,你好什么事啊,3.5,关联人,yes
220,GHSC,2.2,询问是否认识借款人,他出去了手机上子他们店里面了,他出去了手机上子他们店里面了,3.5,关联人,yes
221,GHSC,2.2,询问是否认识借款人,你们什么事情啊你可以直接跟我讲,你们什么事情啊你可以直接跟我讲,3.5,关联人,yes
222,benrenshoucui,2.2,询问是否认识借款人,认识呀,认识呀,3.5,关联人,yes
223,benrenshoucui,2.2,询问是否认识借款人,嗯是啊我是他老婆啊,嗯是啊我是他老婆啊,3.5,关联人,yes
224,GHSC,2.2,询问是否认识借款人,喂你说,喂你说,3.5,关联人,yes
225,GHSC,2.2,询问是否认识借款人,呃不是本人我是他妹,呃不是本人我是他妹,3.5,关联人,yes
226,benrenshoucui,2.2,询问是否认识借款人,你认识,你认识,3.5,关联人,yes
227,benrenshoucui,2.2,询问是否认识借款人,不是他手机在我这味他在也是,不是他手机在我这味他在也是,3.5,关联人,yes
228,benrenshoucui,2.2,询问是否认识借款人,认识说的是,认识说的是,3.5,关联人,yes
229,GHSC,2.2,询问是否认识借款人,嗯他不在什么事,嗯他不在什么事,3.5,关联人,yes
230,GHSC,2.2,询问是否认识借款人,我是她老公啊这个电话现在都是我在用啊,我是她老公啊这个电话现在都是我在用啊,3.5,关联人,yes
231,GHSC,2.2,询问是否认识借款人,妈妈上班嘞,妈妈上班嘞,3.5,关联人,yes
232,benrenshoucui,2.2,询问是否认识借款人,啊很早以前是,啊很早以前是,3.5,关联人,yes
233,GHSC,2.2,询问是否认识借款人,不是他本人他本人住院了昏迷了,不是他本人他本人住院了昏迷了,3.5,关联人,yes
234,GHSC,2.2,询问是否认识借款人,呃不是不是我我那个我是他朋友出去了,呃不是我那个我是他朋友出去了,3.5,关联人,yes
235,df,2.2,询问是否认识借款人,啊我知道我现在家里人我是老公了我知道了你你你明天明天存啊,啊我知道我现在家里人我是老公了我知道了你明天存啊,3.5,关联人,yes
236,benrenshoucui,2.2,询问是否认识借款人,我是她老公是怎么了,我是她老公是怎么了,3.5,关联人,yes
237,GHSC,2.2,询问是否认识借款人,我是她老公怎么了,我是她老公怎么了,3.5,关联人,yes
238,GHSC,2.2,询问是否认识借款人,我们是一家,我们是一家,3.5,关联人,yes
239,GHSC,2.2,询问是否认识借款人,就是我我是他老公啊,就是我是他老公啊,3.5,关联人,yes
240,GHSC,2.2,询问是否认识借款人,我看你什么事吗,我看你什么事吗,3.5,关联人,yes
241,benrenshoucui,2.2,询问是否认识借款人,安康市啊认识啊怎么了,安康市啊认识啊怎么了,3.5,关联人,yes
242,GHSC,2.2,询问是否认识借款人,不是不是他不在这里的他到湖南去了,不是他不在这里的他到湖南去了,3.5,关联人,yes
243,benrenshoucui,2.2,询问是否认识借款人,我认识他呀,我认识他呀,3.5,关联人,yes
244,GHSC,2.2,询问是否认识借款人,什么事情啊,什么事情啊,3.5,关联人,yes
245,df,2.2,询问是否认识借款人,五十八我知道老婆,五十八我知道老婆,3.5,关联人,yes
246,benrenshoucui,2.2,询问是否认识借款人,啊我在想再装福建他手机现在在我这里他出去了,啊我在想再装福建他手机现在在我这里他出去了,3.5,关联人,yes
247,GHSC,2.2,询问是否认识借款人,认识的呀,认识的呀,3.5,关联人,yes
248,benrenshoucui,2.2,询问是否认识借款人,认识啊他他他他出去了,认识啊他出去了,3.5,关联人,yes
249,GHSC,2.2,询问是否认识借款人,哦我认识啊我知道男朋友,哦我认识啊我知道男朋友,3.5,关联人,yes
250,df,2.2,询问是否认识借款人,不是我是她对象,不是我是她对象,3.5,关联人,yes
251,benrenshoucui,2.2,询问是否认识借款人,我想老公,我想老公,3.5,关联人,yes
252,GHSC,2.2,询问是否认识借款人,哎不是不是不是的啊他不在,哎不是的啊他不在,3.5,关联人,yes
253,GHSC,2.2,询问是否认识借款人,啊我就转人你说吧,啊我就转人你说吧,3.5,关联人,yes
254,benrenshoucui,2.2,询问是否认识借款人,好好认识啊,好好认识啊,3.5,关联人,yes
