id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
28,GHSC,1.1,身份确认,啊他说老公啊,啊他说老公啊,2.2,关联人,no
29,GHSC,1.1,身份确认,的中原楼是我儿子怎么不认识,的中原楼是我儿子怎么不认识,2.2,关联人,no
30,GHSC,1.1,身份确认,不是他没在等谁回来,不是他没在等谁回来,2.2,关联人,no
31,benrenshoucui,1.1,身份确认,我是她爱人,我是她爱人,2.2,关联人,no
32,GHSC,1.1,身份确认,哦我是他的朋友,哦我是他的朋友,2.2,关联人,no
33,benrenshoucui,1.1,身份确认,认识认识恩,认识恩,2.2,关联人,no
34,benrenshoucui,1.1,身份确认,不是他老公啊,不是他老公啊,2.2,关联人,no
35,GHSC,1.1,身份确认,我不是啊你找他有什么事啊,我不是啊你找他有什么事啊,2.2,关联人,no
36,benrenshoucui,1.1,身份确认,啊是我老婆,啊是我老婆,2.2,关联人,no
37,benrenshoucui,1.1,身份确认,不是不是我是老新村下单老是他,不是我是老新村下单老是他,2.2,关联人,no
38,benrenshoucui,1.1,身份确认,我认识能存,我认识能存,2.2,关联人,no
39,benrenshoucui,1.1,身份确认,我是他妈妈,我是他妈妈,2.2,关联人,no
40,GHSC,1.1,身份确认,嗯抱歉他在忙你有什么事儿可以先跟我说,嗯抱歉他在忙你有什么事儿可以先跟我说,2.2,关联人,no
41,RESC,1.1,身份确认,啊啊你讲,啊你讲,2.2,关联人,no
42,GHSC,1.1,身份确认,他说我朋友而已,他说我朋友而已,2.2,关联人,no
43,benrenshoucui,1.1,身份确认,不是不是他不在,不是他不在,2.2,关联人,no
44,GHSC,1.1,身份确认,啊那个我认识他,啊那个我认识他,2.2,关联人,no
45,GHSC,1.1,身份确认,认识你说了,认识你说了,2.2,关联人,no
46,RESC,1.1,身份确认,四同事,四同事,2.2,关联人,no
47,benrenshoucui,1.1,身份确认,啊本人不在,啊本人不在,2.2,关联人,no
48,benrenshoucui,1.1,身份确认,啊你说有啥事你给我是他的,啊你说有啥事你给我是他的,2.2,关联人,no
49,GHSC,1.1,身份确认,认识二有什么事呢,认识二有什么事呢,2.2,关联人,no
50,benrenshoucui,1.1,身份确认,他没在家呀,他没在家呀,2.2,关联人,no
51,GHSC,1.1,身份确认,认识是同事,认识是同事,2.2,关联人,no
52,GHSC,1.1,身份确认,哦我是他他是我老公,哦我是他是我老公,2.2,关联人,no
53,GHSC,1.1,身份确认,五认识啊,五认识啊,2.2,关联人,no
54,GHSC,1.1,身份确认,我爸爸不在,我爸爸不在,2.2,关联人,no
55,GHSC,1.1,身份确认,不是杨先生他手机在充电了你说,不是杨先生他手机在充电了你说,2.2,关联人,no
56,benrenshoucui,1.1,身份确认,认识啊你说吧,认识啊你说吧,2.2,关联人,no
57,GHSC,1.1,身份确认,我是个老太太朋友,我是个老太太朋友,2.2,关联人,no
58,GHSC,1.1,身份确认,他不在怎么了这几天手机我拿着呢,他不在怎么了这几天手机我拿着呢,2.2,关联人,no
59,GHSC,1.1,身份确认,啊那意思我跟他说过了,啊那意思我跟他说过了,2.2,关联人,no
60,GHSC,1.1,身份确认,啊我认识是我朋友你认识啊,啊我认识是我朋友你认识啊,2.2,关联人,no
61,GHSC,1.1,身份确认,手机号码是她的,手机号码是她的,2.2,关联人,no
62,GHSC,1.1,身份确认,那那个就是他现在坐牢了,那那个就是他现在坐牢了,2.2,关联人,no
63,benrenshoucui,1.1,身份确认,认识他他说晚上女儿,认识他说晚上女儿,2.2,关联人,no
64,benrenshoucui,1.1,身份确认,好孩子那个我知道,好孩子那个我知道,2.2,关联人,no
65,GHSC,1.1,身份确认,我我给你讲了现在他人不在,我给你讲了现在他人不在,2.2,关联人,no
66,GHSC,1.1,身份确认,他现在住院呢每个月呢,他现在住院呢每个月呢,2.2,关联人,no
67,benrenshoucui,1.1,身份确认,她不在她不在不在他到外面去了,她不在她不在不在他到外面去了,2.2,关联人,no
68,benrenshoucui,1.1,身份确认,哦他出去了怎么是啊,哦他出去了怎么是啊,2.2,关联人,no
69,GHSC,1.1,身份确认,我认识他什么了,我认识他什么了,2.2,关联人,no
70,GHSC,1.1,身份确认,你系他不在这里他帮外面抓他出去了,你系他不在这里他帮外面抓他出去了,2.2,关联人,no
71,GHSC,1.1,身份确认,嗯那不行我爸现在有事买手机购完了,嗯那不行我爸现在有事买手机购完了,2.2,关联人,no
72,benrenshoucui,1.1,身份确认,了我认识,了我认识,2.2,关联人,no
73,GHSC,1.1,身份确认,好认识认识,好认识,2.2,关联人,no
74,GHSC,1.1,身份确认,真实认识,真实认识,2.2,关联人,no
75,GHSC,1.1,身份确认,啊我是他老婆有事吗,啊我是他老婆有事吗,2.2,关联人,no
76,GHSC,1.1,身份确认,啊认识啊讲啊,啊认识啊讲啊,2.2,关联人,no
77,GHSC,1.1,身份确认,不是他本人没在,不是他本人没在,2.2,关联人,no
78,GHSC,1.1,身份确认,啊我现在是他朋友什么,啊我现在是他朋友什么,2.2,关联人,no
79,GHSC,1.1,身份确认,啊是他朋友,啊是他朋友,2.2,关联人,no
80,benrenshoucui,1.1,身份确认,嗯他没在你们那,嗯他没在你们那,2.2,关联人,no
81,benrenshoucui,1.1,身份确认,啊不是本人但我可以转告他已经说,啊不是本人但我可以转告他已经说,2.2,关联人,no
82,GHSC,1.1,身份确认,那是我妈怎么了,那是我妈怎么了,2.2,关联人,no
83,benrenshoucui,1.1,身份确认,嗯他不在,嗯他不在,2.2,关联人,no
84,GHSC,1.1,身份确认,你说啥事你说,你说啥事你说,2.2,关联人,no
85,GHSC,1.1,身份确认,哦她出去了,哦她出去了,2.2,关联人,no
86,GHSC,1.1,身份确认,我是认识他,我是认识他,2.2,关联人,no
87,GHSC,1.1,身份确认,啊她去买菜了,啊她去买菜了,2.2,关联人,no
88,benrenshoucui,1.1,身份确认,我是他哥你说吧,我是他哥你说吧,2.2,关联人,no
89,GHSC,1.1,身份确认,你说话什么是直接说啊,你说话什么是直接说啊,2.2,关联人,no
90,GHSC,1.1,身份确认,认识就是,认识就是,2.2,关联人,no
91,GHSC,1.1,身份确认,嗯嗯那个是是不是我爸爸,嗯那个是是不是我爸爸,2.2,关联人,no
92,benrenshoucui,1.1,身份确认,他妈,他妈,2.2,关联人,no
93,GHSC,1.1,身份确认,啊我是他女儿嗯不过他有事没在家,啊我是他女儿嗯不过他有事没在家,2.2,关联人,no
94,GHSC,1.1,身份确认,认识但是应该跟你说一下电话号码,认识但是应该跟你说一下电话号码,2.2,关联人,no
95,benrenshoucui,1.1,身份确认,啊我那是我老婆,啊我那是我老婆,2.2,关联人,no
96,df,1.1,身份确认,我查老公哎那同意了没在你说吗,我查老公哎那同意了没在你说吗,2.2,关联人,no
97,df,1.1,身份确认,认识啊他就不再电话留有什么,认识啊他就不再电话留有什么,2.2,关联人,no
98,benrenshoucui,1.1,身份确认,不是不是他不在现在,不是他不在现在,2.2,关联人,no
99,GHSC,1.1,身份确认,哦哦他他刚刚出去了忘记带手机等一下回来找,哦他刚刚出去了忘记带手机等一下回来找,2.2,关联人,no
100,GHSC,1.1,身份确认,我老婆,我老婆,2.2,关联人,no
101,GHSC,1.1,身份确认,哦我是他老婆怎么了,哦我是他老婆怎么了,2.2,关联人,no
102,GHSC,1.1,身份确认,哦你你找她什么事啊,哦你找她什么事啊,2.2,关联人,no
103,benrenshoucui,1.1,身份确认,嗯不是我是他老婆,嗯不是我是他老婆,2.2,关联人,no
104,benrenshoucui,1.1,身份确认,嗯他不是跟刚出去了,嗯他不是跟刚出去了,2.2,关联人,no
105,df,1.1,身份确认,哎他他他有事你干嘛,哎他有事你干嘛,2.2,关联人,no
106,GHSC,1.1,身份确认,五十她老公,五十她老公,2.2,关联人,no
107,RESC,1.1,身份确认,我是他哥哥,我是他哥哥,2.2,关联人,no
108,GHSC,1.1,身份确认,哦他现在有点不方便接电话怎么了,哦他现在有点不方便接电话怎么了,2.2,关联人,no
109,GHSC,1.1,身份确认,她本人不在这里有我他昨天手机电量掉那个证考了我帮他拿着我身上,她本人不在这里有我他昨天手机电量掉那个证考了我帮他拿着我身上,2.2,关联人,no
110,benrenshoucui,1.1,身份确认,哦他现在不在,哦他现在不在,2.2,关联人,no
111,GHSC,1.1,身份确认,我认识我是他朋友,我认识我是他朋友,2.2,关联人,no
112,benrenshoucui,1.1,身份确认,啊他现在不在怎么,啊他现在不在怎么,2.2,关联人,no
113,GHSC,1.1,身份确认,和是不是黄女士这个号码我重新在中国移动那个已经用了几年了你应该找他的号码吗,和是不是黄女士这个号码我重新在中国移动那个已经用了几年了你应该找他的号码吗,2.2,关联人,no
114,benrenshoucui,1.1,身份确认,认识怎么了,认识怎么了,2.2,关联人,no
115,GHSC,1.1,身份确认,我爱人,我爱人,2.2,关联人,no
116,GHSC,1.1,身份确认,你好我是孟先生您在处理他现在在忙请问您有什么事情吗,你好我是孟先生您在处理他现在在忙请问您有什么事情吗,2.2,关联人,no
117,GHSC,1.1,身份确认,啊你好你好他不在我现在啊什么什么,啊你好他不在我现在啊什么,2.2,关联人,no
118,GHSC,1.1,身份确认,啊我知道我说他他电话的呀呢她人不在家,啊我知道我说他电话的呀呢她人不在家,2.2,关联人,no
119,GHSC,1.1,身份确认,啊我是她老公,啊我是她老公,2.2,关联人,no
120,GHSC,1.1,身份确认,啊我把她老公嗯,啊我把她老公嗯,2.2,关联人,no
121,RESC,1.1,身份确认,好的好的知道了我转告他让,好的知道了我转告他让,2.2,关联人,no
122,GHSC,1.1,身份确认,认识啊那行啊,认识啊那行啊,2.2,关联人,no
123,GHSC,1.1,身份确认,喂你好我算老公你说,喂你好我算老公你说,2.2,关联人,no
124,GHSC,1.1,身份确认,故认识,故认识,2.2,关联人,no
125,benrenshoucui,1.1,身份确认,好的他不在,好的他不在,2.2,关联人,no
126,GHSC,1.1,身份确认,啊我是他对象为家人家人啊,啊我是他对象为家人家人啊,2.2,关联人,no
127,RESC,1.1,身份确认,我的师傅,我的师傅,2.2,关联人,no
128,GHSC,1.1,身份确认,认识你你你我给你个电话号码你给他打吧,认识你我给你个电话号码你给他打吧,2.2,关联人,no
129,GHSC,1.1,身份确认,啊我不是我是他爱人,啊我不是我是他爱人,2.2,关联人,no
130,GHSC,1.1,身份确认,我认识他我是他老婆,我认识他我是他老婆,2.2,关联人,no
131,benrenshoucui,1.1,身份确认,啊我是我认识,啊我是我认识,2.2,关联人,no
132,benrenshoucui,1.1,身份确认,嗯我认识,嗯我认识,2.2,关联人,no
133,GHSC,1.1,身份确认,哦我认识我是他太太,哦我认识我是他太太,2.2,关联人,no
134,GHSC,1.1,身份确认,不是的我是他姐姐,不是的我是他姐姐,2.2,关联人,no
135,df,1.1,身份确认,不是我拿他手机他出去了,不是我拿他手机他出去了,2.2,关联人,no
136,benrenshoucui,1.1,身份确认,你说说,你说,2.2,关联人,no
137,GHSC,1.1,身份确认,嗯是上次我老婆,嗯是上次我老婆,2.2,关联人,no
138,GHSC,1.1,身份确认,哦他出去了,哦他出去了,2.2,关联人,no
139,GHSC,1.1,身份确认,我在老公你说,我在老公你说,2.2,关联人,no
140,GHSC,1.1,身份确认,我认识啊我就不他怎么给我电话,我认识啊我就不他怎么给我电话,2.2,关联人,no
141,benrenshoucui,1.1,身份确认,认识你说,认识你说,2.2,关联人,no
142,GHSC,1.1,身份确认,认识哎,认识哎,2.2,关联人,no
143,GHSC,1.1,身份确认,我是王先生,我是王先生,2.2,关联人,no
144,benrenshoucui,1.1,身份确认,他出去了,他出去了,2.2,关联人,no
145,benrenshoucui,1.1,身份确认,啊我是他老婆,啊我是他老婆,2.2,关联人,no
146,GHSC,1.1,身份确认,老公啦,老公啦,2.2,关联人,no
147,GHSC,1.1,身份确认,我知道你在这里你说吧有什么事,我知道你在这里你说吧有什么事,2.2,关联人,no
148,benrenshoucui,1.1,身份确认,嗯他出去了你说有什么事吧,嗯他出去了你说有什么事吧,2.2,关联人,no
149,GHSC,1.1,身份确认,不是他是我爱人,不是他是我爱人,2.2,关联人,no
150,benrenshoucui,1.1,身份确认,好久不联系了,好久不联系了,2.2,关联人,no
151,benrenshoucui,1.1,身份确认,哦他在忙啊你说吧,哦他在忙啊你说吧,2.2,关联人,no
152,GHSC,1.1,身份确认,我上上个月你什么事吗,我上上个月你什么事吗,2.2,关联人,no
153,benrenshoucui,1.1,身份确认,啊对呀一个叫什么不熊是吧,啊对呀一个叫什么不熊是吧,2.2,关联人,no
154,GHSC,1.1,身份确认,认识打了,认识打了,2.2,关联人,no
155,GHSC,1.1,身份确认,我老婆那天的处理啊,我老婆那天的处理啊,2.2,关联人,no
156,GHSC,1.1,身份确认,啊不是他出去了,啊不是他出去了,2.2,关联人,no
157,GHSC,1.1,身份确认,哦他不在吧他在这一页吗,哦他不在吧他在这一页吗,2.2,关联人,no
158,GHSC,1.1,身份确认,他是我的客户,他是我的客户,2.2,关联人,no
159,df,1.1,身份确认,他不在家啊,他不在家啊,2.2,关联人,no
160,RESC,1.1,身份确认,他爸爸,他爸爸,2.2,关联人,no
161,benrenshoucui,1.1,身份确认,这个对对对对,这个对,2.2,关联人,no
162,df,1.1,身份确认,啊是那个啥我爸不在,啊是那个啥我爸不在,2.2,关联人,no
163,GHSC,1.1,身份确认,认识认识认识,认识,2.2,关联人,no
164,benrenshoucui,1.1,身份确认,啊对我是她老公你说,啊对我是她老公你说,2.2,关联人,no
165,benrenshoucui,1.1,身份确认,哦他他不在,哦他不在,2.2,关联人,no
166,benrenshoucui,1.1,身份确认,我上我上老婆,我上我上老婆,2.2,关联人,no
167,GHSC,1.1,身份确认,哦哦他出去了,哦他出去了,2.2,关联人,no
168,GHSC,1.1,身份确认,不认识啊这张卡是刚办出来的因为这个是孩子用的我的小孩用吗,不认识啊这张卡是刚办出来的因为这个是孩子用的我的小孩用吗,2.2,关联人,no
169,benrenshoucui,1.1,身份确认,不是我他哥你说,不是我他哥你说,2.2,关联人,no
170,GHSC,1.1,身份确认,他说我老公,他说我老公,2.2,关联人,no
171,GHSC,1.1,身份确认,哎杨先生不在手机在充电你哪位,哎杨先生不在手机在充电你哪位,2.2,关联人,no
172,GHSC,1.1,身份确认,呃他是我爸爸,呃他是我爸爸,2.2,关联人,no
173,GHSC,1.1,身份确认,啊不是的一个朋友,啊不是的一个朋友,2.2,关联人,no
174,benrenshoucui,1.1,身份确认,啊我也是,啊我也是,2.2,关联人,no
175,GHSC,1.1,身份确认,是我认识,是我认识,2.2,关联人,no
176,GHSC,1.1,身份确认,啊怎么啦我不是我是他家爷爷怎么啦,啊怎么啦我不是我是他家爷爷怎么啦,2.2,关联人,no
177,GHSC,1.1,身份确认,嗯认识,嗯认识,2.2,关联人,no
178,GHSC,1.1,身份确认,我认识吧昨天的打个电话,我认识吧昨天的打个电话,2.2,关联人,no
179,GHSC,1.1,身份确认,我认识啊,我认识啊,2.2,关联人,no
180,GHSC,1.1,身份确认,他他说他出去了你帮我找,他说他出去了你帮我找,2.2,关联人,no
181,benrenshoucui,1.1,身份确认,对啊那个吗还是出去了又说是你跟我说也行,对啊那个吗还是出去了又说是你跟我说也行,2.2,关联人,no
182,GHSC,1.1,身份确认,那我朋友怎么拉,那我朋友怎么拉,2.2,关联人,no
183,GHSC,1.1,身份确认,嗯不是他现在出去了,嗯不是他现在出去了,2.2,关联人,no
184,RESC,1.1,身份确认,那个我是他的电话祝李老板现在不在没有什么事需要我转达吗,那个我是他的电话祝李老板现在不在没有什么事需要我转达吗,2.2,关联人,no
185,GHSC,1.1,身份确认,什么事吗认识,什么事吗认识,2.2,关联人,no
186,benrenshoucui,1.1,身份确认,对对对认识认识他还款了吗,对认识他还款了吗,2.2,关联人,no
187,benrenshoucui,1.1,身份确认,啊我妈说,啊我妈说,2.2,关联人,no
188,benrenshoucui,1.1,身份确认,不是本人我是他爱人,不是本人我是他爱人,2.2,关联人,no
189,GHSC,1.1,身份确认,我认识他他手机能压了他人没在家,我认识他手机能压了他人没在家,2.2,关联人,no
190,GHSC,1.1,身份确认,嗯他说我的表不你说吧什么事啊,嗯他说我的表不你说吧什么事啊,2.2,关联人,no
191,benrenshoucui,1.1,身份确认,他是我媳妇儿,他是我媳妇儿,2.2,关联人,no
192,GHSC,1.1,身份确认,你说话怎么啦,你说话怎么啦,2.2,关联人,no
193,GHSC,1.1,身份确认,认识就是我,认识就是我,2.2,关联人,no
194,GHSC,1.1,身份确认,我认识他,我认识他,2.2,关联人,no
195,GHSC,1.1,身份确认,啊他出去的什么事,啊他出去的什么事,2.2,关联人,no
196,benrenshoucui,1.1,身份确认,我是他家人,我是他家人,2.2,关联人,no
197,GHSC,1.1,身份确认,你好什么事啊,你好什么事啊,2.2,关联人,no
198,GHSC,1.1,身份确认,他出去了手机上子他们店里面了,他出去了手机上子他们店里面了,2.2,关联人,no
199,GHSC,1.1,身份确认,你们什么事情啊你可以直接跟我讲,你们什么事情啊你可以直接跟我讲,2.2,关联人,no
200,benrenshoucui,1.1,身份确认,认识呀,认识呀,2.2,关联人,no
201,benrenshoucui,1.1,身份确认,嗯是啊我是他老婆啊,嗯是啊我是他老婆啊,2.2,关联人,no
202,GHSC,1.1,身份确认,呃不是本人我是他妹,呃不是本人我是他妹,2.2,关联人,no
203,benrenshoucui,1.1,身份确认,你认识,你认识,2.2,关联人,no
204,benrenshoucui,1.1,身份确认,不是他手机在我这味他在也是,不是他手机在我这味他在也是,2.2,关联人,no
205,benrenshoucui,1.1,身份确认,认识说的是,认识说的是,2.2,关联人,no
206,GHSC,1.1,身份确认,嗯他不在什么事,嗯他不在什么事,2.2,关联人,no
207,GHSC,1.1,身份确认,我是她老公啊这个电话现在都是我在用啊,我是她老公啊这个电话现在都是我在用啊,2.2,关联人,no
208,GHSC,1.1,身份确认,妈妈上班嘞,妈妈上班嘞,2.2,关联人,no
209,benrenshoucui,1.1,身份确认,啊很早以前是,啊很早以前是,2.2,关联人,no
210,GHSC,1.1,身份确认,不是他本人他本人住院了昏迷了,不是他本人他本人住院了昏迷了,2.2,关联人,no
211,GHSC,1.1,身份确认,呃不是不是我我那个我是他朋友出去了,呃不是我那个我是他朋友出去了,2.2,关联人,no
212,benrenshoucui,1.1,身份确认,我是她老公是怎么了,我是她老公是怎么了,2.2,关联人,no
213,GHSC,1.1,身份确认,我是她老公怎么了,我是她老公怎么了,2.2,关联人,no
214,GHSC,1.1,身份确认,我们是一家,我们是一家,2.2,关联人,no
215,GHSC,1.1,身份确认,就是我我是他老公啊,就是我是他老公啊,2.2,关联人,no
216,GHSC,1.1,身份确认,我看你什么事吗,我看你什么事吗,2.2,关联人,no
217,benrenshoucui,1.1,身份确认,安康市啊认识啊怎么了,安康市啊认识啊怎么了,2.2,关联人,no
218,GHSC,1.1,身份确认,不是不是他不在这里的他到湖南去了,不是他不在这里的他到湖南去了,2.2,关联人,no
219,benrenshoucui,1.1,身份确认,我认识他呀,我认识他呀,2.2,关联人,no
220,GHSC,1.1,身份确认,什么事情啊,什么事情啊,2.2,关联人,no
221,df,1.1,身份确认,五十八我知道老婆,五十八我知道老婆,2.2,关联人,no
222,benrenshoucui,1.1,身份确认,啊我在想再装福建他手机现在在我这里他出去了,啊我在想再装福建他手机现在在我这里他出去了,2.2,关联人,no
223,GHSC,1.1,身份确认,认识的呀,认识的呀,2.2,关联人,no
224,benrenshoucui,1.1,身份确认,认识啊他他他他出去了,认识啊他出去了,2.2,关联人,no
225,GHSC,1.1,身份确认,哦我认识啊我知道男朋友,哦我认识啊我知道男朋友,2.2,关联人,no
226,df,1.1,身份确认,不是我是她对象,不是我是她对象,2.2,关联人,no
227,benrenshoucui,1.1,身份确认,我想老公,我想老公,2.2,关联人,no
228,GHSC,1.1,身份确认,哎不是不是不是的啊他不在,哎不是的啊他不在,2.2,关联人,no
229,GHSC,1.1,身份确认,啊我就转人你说吧,啊我就转人你说吧,2.2,关联人,no
230,benrenshoucui,1.1,身份确认,好好认识啊,好好认识啊,2.2,关联人,no
231,GHSC,1.1,身份确认,啊我是他朋友,啊我是他朋友,2.2,关联人,no
232,GHSC,1.1,身份确认,嗯认识啊什么事,嗯认识啊什么事,2.2,关联人,no
233,benrenshoucui,1.1,身份确认,我的实验我是他的妻子呀,我的实验我是他的妻子呀,2.2,关联人,no
234,benrenshoucui,1.1,身份确认,哦对对对对我老婆怎么啦,哦对我老婆怎么啦,2.2,关联人,no
235,GHSC,1.1,身份确认,他没在,他没在,2.2,关联人,no
236,benrenshoucui,1.1,身份确认,我认识啊这种泡银行有什么事吗,我认识啊这种泡银行有什么事吗,2.2,关联人,no
237,GHSC,1.1,身份确认,本人的手机我再跟他联系好吗,本人的手机我再跟他联系好吗,2.2,关联人,no
238,GHSC,1.1,身份确认,不是我姐出去了,不是我姐出去了,2.2,关联人,no
239,benrenshoucui,1.1,身份确认,我是跟他认识的但是这个这个手机是我的怎么回事他的呢,我是跟他认识的但是这个手机是我的怎么回事他的呢,2.2,关联人,no
240,benrenshoucui,1.1,身份确认,啊但是我我那我那那是我老婆啊你说吧什么事,啊但是我那我那是我老婆啊你说吧什么事,2.2,关联人,no
241,GHSC,1.1,身份确认,哦我认识我是真不大陆的陆,哦我认识我是真不大陆的陆,2.2,关联人,no
242,df,1.1,身份确认,哦那电话在我这了他在路上去了,哦那电话在我这了他在路上去了,2.2,关联人,no
243,GHSC,1.1,身份确认,要什么事说吧不是她本人,要什么事说吧不是她本人,2.2,关联人,no
244,benrenshoucui,1.1,身份确认,啊认识我等一下较长,啊认识我等一下较长,2.2,关联人,no
245,benrenshoucui,1.1,身份确认,哦暂时不是的那他现在不在查你说,哦暂时不是的那他现在不在查你说,2.2,关联人,no
246,RESC,1.1,身份确认,恩他不在这里钱下午过来,恩他不在这里钱下午过来,2.2,关联人,no
247,GHSC,1.1,身份确认,认识啊怎么讲,认识啊怎么讲,2.2,关联人,no
248,GHSC,1.1,身份确认,我不是她本人你说吧我是他哥哥,我不是她本人你说吧我是他哥哥,2.2,关联人,no
249,GHSC,1.1,身份确认,哦我知道老婆,哦我知道老婆,2.2,关联人,no
250,GHSC,1.1,身份确认,哦不是他不在你老哥,哦不是他不在你老哥,2.2,关联人,no
251,benrenshoucui,1.1,身份确认,那是他的事跟我没关系我不,那是他的事跟我没关系我不,2.2,关联人,no
252,GHSC,1.1,身份确认,他那个你有什么事说吧我能找到他,他那个你有什么事说吧我能找到他,2.2,关联人,no
253,RESC,1.1,身份确认,我们嗯不是他本人呢但但是可以人工跟我说我跟你说一下好不好,我们嗯不是他本人呢但但是可以人工跟我说我跟你说一下好不好,2.2,关联人,no
254,benrenshoucui,1.1,身份确认,我认识他我是他他是我儿子,我认识他我是他是我儿子,2.2,关联人,no
255,df,1.1,身份确认,不是我他父亲干嘛,不是我他父亲干嘛,2.2,关联人,no
256,GHSC,1.1,身份确认,哦认识的它第一个它复兴这边昨天有有一点时候嗯什么什么,哦认识的它第一个它复兴这边昨天有一点时候嗯什么,2.2,关联人,no
257,GHSC,1.1,身份确认,啊行你说话说话,啊行你说话,2.2,关联人,no
258,GHSC,1.1,身份确认,是他老婆,是他老婆,2.2,关联人,no
259,GHSC,1.1,身份确认,哦他不知道怎么回事,哦他不知道怎么回事,2.2,关联人,no
260,GHSC,1.1,身份确认,不是它现在不在怎么了有什么时候说了,不是它现在不在怎么了有什么时候说了,2.2,关联人,no
261,GHSC,1.1,身份确认,呃他正在睡觉,呃他正在睡觉,2.2,关联人,no
262,GHSC,1.1,身份确认,我认识啊怎么了,我认识啊怎么了,2.2,关联人,no
263,GHSC,1.1,身份确认,妈妈,妈妈,2.2,关联人,no
264,GHSC,1.1,身份确认,好的吃饭我是她老公干嘛,好的吃饭我是她老公干嘛,2.2,关联人,no
265,benrenshoucui,1.1,身份确认,不是安大哥,不是安大哥,2.2,关联人,no
266,GHSC,1.1,身份确认,怎么说啊你说嘛什么有什么事你说嘛,怎么说啊你说嘛什么有什么事你说嘛,2.2,关联人,no
267,GHSC,1.1,身份确认,我是咱老表表哥,我是咱老表表哥,2.2,关联人,no
268,GHSC,1.1,身份确认,不是的是我现在他出去小便了我觉得这些电话,不是的是我现在他出去小便了我觉得这些电话,2.2,关联人,no
269,benrenshoucui,1.1,身份确认,哦对我从老公,哦对我从老公,2.2,关联人,no
270,GHSC,1.1,身份确认,我认识呢,我认识呢,2.2,关联人,no
271,benrenshoucui,1.1,身份确认,朋友打,朋友打,2.2,关联人,no
272,benrenshoucui,1.1,身份确认,啊我知道老公,啊我知道老公,2.2,关联人,no
273,GHSC,1.1,身份确认,我认知,我认知,2.2,关联人,no
274,GHSC,1.1,身份确认,我认识啊那到底是属于你那里打了这么多电话给我你们到底怎么回事呢呃这个,我认识啊那到底是属于你那里打了这么多电话给我你们到底怎么回事呢呃这个,2.2,关联人,no
275,benrenshoucui,1.1,身份确认,是我知道你说吧你有什么事他现在不在,是我知道你说吧你有什么事他现在不在,2.2,关联人,no
276,GHSC,1.1,身份确认,啊我不是我是他同事,啊我不是我是他同事,2.2,关联人,no
